clinic_name,address,postal_code,X,Y,LAT,LONG
MEDICAL UNION CLINIC,211 SERANGOON AVE 4 #01-04 Singapore 550211,550211,32435.6128402598,37600.1827548314,1.35631688829831,103.873175455861
MEDICAL UNION CLINIC,416 PANDAN GARDENS #01-128 Singapore 600416,600416,18539.7318567265,33698.034445338,1.32102610979784,103.748313133948
MEDICARE ASSOCIATES,482 TAMPINES AVE 9 ST 43 #01-236 Singapore 520482,520482,41319.2516839905,38188.0279209353,1.36163049178177,103.953000933898
MEDICARE ASSOCIATES CLINIC & SURGERY,107 SERANGOON NORTH AVE 1 #01-679 Singapore 550107,550107,32107.225072724,39102.1737862919,1.36990040378363,103.870224884546
MEDICO CLINIC & SURGERY,249 JURONG EAST STREET 24  #01-88 Singapore 600249,600249,17532.2628359346,36079.4491219558,1.3425624229185,103.739259690369
MEDICUS CLINIC & SURGERY,451 JURONG WEST ST 42 #01-186 Singapore 640451,640451,15222.1562297427,37109.7015199903,1.35187874821931,103.718501587999
MEDIFAST MEDICAL CENTRE,"10 SINARAN DRIVE NOVENA MEDICAL CENTER, SQUARE 2 #11-27/28/29 Singapore 307506",307506,29206.6250939963,33662.3578150738,1.32070490289998,103.844160737673
MEDIHEALTH BISHAN CLINIC & SURGERY,121 BISHAN ST 12 #01-95 Singapore 570121,570121,29973.2246179725,36590.5813848525,1.3471866778904,103.851049225201
MEDILIFE CLINIC & SURGERY,474 TAMPINES ST 43 #01-122 Singapore 520474,520474,41295.5199805541,37993.6909088828,1.35987299160237,103.952787602577
MEDILINE WEI MIN CLINIC,14 KENSINGTON PARK ROAD Singapore 557265,557265,31648.7630968705,38584.3787229452,1.3652177110912,103.86610521824
MEDILINE WEI MIN CLINIC,81 MARINE PARADE CENTRAL #01-634 Singapore 440081,440081,36208.2268314593,31665.0934307873,1.30264128647971,103.907073248351
MEDILINE WEI MIN CLINIC,833 BUKIT TIMAH ROAD ROYALVILLE #01-05 Singapore 279887,279887,23622.6430492824,34878.7401219122,1.33170514173446,103.793985562941
MEDINA MEDICAL CENTRE,479 TAMPINES STREET 44 #01-231 Singapore 520479,520479,41382.290722875,38166.2556154225,1.36143356288753,103.953567371094
MEDIPLUS CLINIC & SURGERY,305 UBI AVE 1 #01-177 Singapore 400305,400305,35678.8725764712,34626.2561035752,1.32942111201493,103.902317496614
MEDIPOINT MEDICAL CENTRE (PONGGOL BRANCH),401 HOUGANG AVE 10 #01-1170 Singapore 530401,530401,35086.3079658091,39648.8074278254,1.37484339485808,103.896994161364
MEDIPOINT MEDICAL CENTRE (WOODLANDS BRANCH),548 WOODLANDS DR 44 VISTA POINT #02-24 Singapore 730548,730548,23616.3552388818,45846.8909038007,1.43089714603018,103.793927429476
MEDIVALE MEDICAL CLINIC,236 YISHUN RING ROAD YISHUN HEARTS #01-1012 Singapore 760236,760236,28632.1386419727,46208.5374345239,1.43416807984449,103.838998943947
MEDIVENE CLINIC & SURGERY,330 ANCHORVALE STREET #01-05 Singapore 540330,540330,34224.0594339909,42082.1435010321,1.39684979900141,103.889246755784
MEDIVIEW CLINIC AND SURGERY,150 Toa Payoh Lorong 1 #01-999 Singapore 310150,310150,29246.1809598594,35108.7097545788,1.33378519606713,103.844516226599
MEDIWAY MEDICAL CENTRE,1 SOPHIA ROAD PEACE CENTRE #04-21 Singapore 228149,228149,29764.8172915464,31491.293608902,1.30107053775784,103.849176263468
MEDLIFE CLINIC & SURGERY,684 HOUGANG AVENUE 8 #01-985 Singapore 530684,530684,33962.7822334387,39550.9221305437,1.37395840500472,103.886898456705
MEDORA CLINIC & SURGERY,115 UPPER PAYA LEBAR ROAD Singapore 534833,534833,33929.1790205946,35594.1687136851,1.33817495843444,103.886595725626
MEENARA CLINIC,422 ANG MO KIO AVE 3 #01-2536 Singapore 560422,560422,30064.988851177,38892.0008073039,1.3679998880978,103.851873942231
MEI LING CLINIC,158 MEI LING ST #01-80 Singapore 140158,140158,24604.2881830704,30570.2029968239,1.29274038365691,103.802806668414
MEI LING CLINIC (TOA PAYOH),500 LOR 6 TOA PAYOH BIZ ONE HDB HUB #04-33 Singapore 310500,310500,29532.8697974834,35005.9023383204,1.33285542912055,103.847092284316
MEL & PARTNERS DRS PTE LTD,1 SCOTTS ROAD SHAW CENTRE #17-12 Singapore 228208,228208,27849.9803452556,32048.8959439825,1.30611334655652,103.831970581812
MENDIS AESTHETICS & SURGERY,333A ORCHARD ROAD MANDARIN GALLERY #04-17 Singapore 238897,238897,28363.4079504288,31594.5850707572,1.30200471731967,103.836583965806
MENG'S CLINIC,47 TANGLIN HALT ROAD #01-321 Singapore 141047,141047,24077.9351802738,31460.6003297456,1.30079276076267,103.798077052596
MERIDIAN MEDICAL AND DENTAL CENTRE,327 HOUGANG AVE 5 #01-162 Singapore 530327,530327,34974.3117042495,38926.024170028,1.36830683201863,103.895987624672
MERIDIAN MEDICAL CENTRE,108 Depot Road Depot Heights Shopping Centre #01-10 Singapore 100108,100108,25437.3978480318,29254.8302480839,1.28084469467759,103.810292618353
METTA MEDICAL CENTRE PTE LTD,3 MOUNT ELIZABETH MOUNT ELIZABETH MEDICAL CENTRE #11-15 Singapore 228510,228510,28236.0209034369,31944.0563655663,1.30516521383703,103.835439337571
MHC FAMILY CLINIC (ANG MO KIO),452 ANG MO KIO AVE 10 #01-1789 Singapore 560452,560452,30546.5190865322,38991.2595748827,1.3688975113138,103.856200835147
MHC MEDICAL CENTRE (AMARA),100 TRAS STREET 100 AM #15-01/02/03 Singapore 079027,079027,29134.8516533215,28588.0262943804,1.27481443733107,103.843515632198
MHC MEDICAL CENTRE (NOVENA),10 SINARAN DRIVE NOVENA MEDICAL CENTER #09-10 Singapore 307506,307506,29206.6250939963,33662.3578150738,1.32070490289998,103.844160737673
"MICRON SEMICONDUCTOR ASIA PTE. LTD (FAB 10W, MEDICAL CLINIC)",1 WOODLANDS IND PARK D STREET 1 Singapore 738799,738799,20691.0900315658,46001.8617091775,1.43229803909475,103.76764115448
MILFORD MEDICAL GROUP,237 SERANGOON AVE 3 #01-116 Singapore 550237,550237,32097.2018299154,37323.1977419834,1.35381198342475,103.87013457465
MILLENNIUM MEDICAL GROUP,849 WOODLANDS ST 82 #01-215 Singapore 730849,730849,23409.1830883358,46998.361612672,1.44131059432079,103.792065607441
MILLENNIUM MEDICAL GROUP,533 CHOA CHU KANG ST 51 #01-33 Singapore 680533,680533,17959.8063993672,41554.1654404588,1.39207388703547,103.743099573442
MINDS DEVELOPMENTAL DISABILITIES MEDICAL CLINIC,"11 JALAN UBI, BLK 3 KEMBANGAN-CHAI CHEE COMMUNITY HUB #01-21 Singapore 409074",409074,35369.4225783069,33271.6128252558,1.31717028212394,103.899536593681
MINMED CLINIC (HAIG ROAD),30 HAIG RD Singapore 438737,438737,34946.0225807724,32834.3996398691,1.31321638158362,103.895732032457
MINMED CLINIC (JURONG EAST),50 JURONG GATEWAY ROAD JEM #04-17 Singapore 608549,608549,17979.5026238753,35054.5037911162,1.33329334473465,103.743278742341
MINMED CLINIC (PASIR RIS),1 PASIR RIS CENTRAL STREET 3 WHITE SANDS #05-08/09 Singapore 518457,518457,40953.58435431,39384.3583544549,1.37244981663529,103.949715694737
MINMED CLINIC (PUNGGOL),83 PUNGGOL CENTRAL WATERWAY POINT #02-15 Singapore 828761,828761,35655.0554567837,43147.5521318857,1.40648462132008,103.902105680785
MINMED CLINIC (SENGKANG),1 SENGKANG SQUARE COMPASS ONE #04-13 Singapore 545078,545078,34872.129715339,41551.7292007189,1.39205277861036,103.895070061064
MINMED CLINIC (YISHUN),1 NORTHPOINT DRIVE NORTHPOINT CITY #02-153 Singapore 768019,768019,28318.1723276906,45515.7637021318,1.42790289018681,103.836177650973
MINMED HEALTH SCREENERS,290 Orchard Road Paragon #16-04/09/10 Singapore 238859,238859,28282.5637398545,31801.0936260298,1.30387230879998,103.835857545469
MINT MEDICAL CENTRE,1 HARBOURFRONT PLACE HARBOURFRONT TOWER ONE #01-10 Singapore 098633,098633,26421.9463473546,27478.2587832045,1.26477806938574,103.819139250987
MINT MEDICAL CENTRE,180 KITCHENER ROAD CITY SQUARE MALL #03-03/09 Singapore 208539,208539,30593.7379886355,32635.8168469369,1.3114211435758,103.856624587055
MISSION (BUKIT BATOK) MEDICAL CLINIC,395A Bukit Batok West Ave 5 #03-02 Singapore 651395,651395,18948.7733584146,38504.0118990112,1.36448974299465,103.751987145985
MISSION (HOUGANG) MEDICAL CLINIC,356 HOUGANG AVE 7 #01-799 Singapore 530356,530356,35288.7455680754,39399.9911929537,1.37259314173856,103.898813147029
MISSION CROSS FAMILY CLINIC,348 YISHUN AVENUE 11 #01-03 Singapore 760348,760348,29069.6329261262,45374.4502347596,1.42662488391452,103.842930213866
MISSION MEDICAL CLINIC,780 UPPER SERANGOON ROAD #01-01 Singapore 534649,534649,33115.1330398188,37400.2419888098,1.35450858688272,103.879281353138
MOBILEDOCTOR CLINIC,20 CROSS STREET CHINA SQUARE CENTRAL (CHINA COURT) #02-11/12 Singapore 048422,048422,29574.9010395887,29575.6081602238,1.28374576252036,103.847469684006
MOUNT ALVERNIA OUTREACH MEDICAL CLINIC,20 LENGKOK BAHRU #01-03 Singapore 159053,159053,25847.2373953808,29848.0428962764,1.28620953211799,103.813975143027
MOUNT ALVERNIA OUTREACH MEDICAL CLINIC,7A LORONG 8 TOA PAYOH AGAPE VILLAGE #02-07 Singapore 319264,319264,30633.9000314059,35804.9583423063,1.34008173201451,103.856985734666
MOYEM MEDICAL AESTHETICS,1 KIM SENG PROMENADE GREAT WORLD CITY #03-119 Singapore 237994,237994,27855.0077968157,30647.6002894119,1.29344052187939,103.832015762404
MUHAMMADIYAH HEALTH AND DAY CARE CENTRE,10 EUNOS CRESCENT #01-2711 Singapore 400010,400010,35723.7464059976,33837.3544633035,1.32228655863069,103.902720513959
MURATA ELECTRONICS SINGAPORE (PTE) LTD ( MEDICAL CLINIC ),200 YISHUN AVENUE 7 Singapore 768927,768927,27980.0590937705,46761.1388630681,1.43916561399624,103.833139390019
MURATA ENERGY DEVICE (S) PTE LTD (MEDICAL CENTRE),1 TUAS ROAD Singapore 638481,638481,9200.14978740723,33674.8138773423,1.32081179656864,103.664392314442
MUTUAL HEALTHCARE MEDICAL CLINIC,319B ANCHORVALE DR #01-92 Singapore 542319,542319,34359.8050452249,41479.2286322676,1.39139722657165,103.890466407379
MUTUAL HEALTHCARE MEDICAL CLINIC,106A PUNGGOL FIELD #01-546 Singapore 821106,821106,36349.3446465842,42055.1186409667,1.39660486076682,103.90834413446
MUTUAL HEALTHCARE MEDICAL CLINIC,205A Compassvale Lane #01-53 Singapore 541205,541205,35083.2165150233,40886.8700860404,1.38603998418641,103.896966680116
MY CLINIC,9 KING ALBERT PARK KAP #01-50 Singapore 598332,598332,21989.8410867798,35446.7981687523,1.33684217543458,103.779313809973
MY DOCTOR @ LAKESIDE,201 BOON LAY WAY LAKESIDE MRT STATION #01-05 Singapore 649845,649845,15494.4957124498,36267.1487586628,1.34425913054043,103.720949076305
MY DOCTOR'S PLACE PTE LTD,218 BEDOK NORTH STREET 1 #01-41 Singapore 460218,460218,39232.5818807363,34413.1723433975,1.32749295541458,103.934249434214
MY FAMILY CLINIC (ANCHORVALE),326A ANCHORVALE ROAD #01-260 Singapore 541326,541326,34085.3324263648,41868.1084181256,1.3949141729759,103.88800013779
MY FAMILY CLINIC (ANGSANA BREEZE @ YISHUN),507 YISHUN AVENUE 4 #01-05 Singapore 760507,760507,28724.671046334,44108.527108252,1.41517634322679,103.8398303822
MY FAMILY CLINIC (BUKIT BATOK WEST),440 BUKIT BATOK WEST AVENUE 8 #01-07 Singapore 650440,650440,17537.1506915516,37534.6892548799,1.35572308109488,103.739303105372
MY FAMILY CLINIC (CHOA CHU KANG),475 CHOA CHU KANG AVE 3 SUNSHINE PLACE #02-01 Singapore 680475,680475,17505.238187743,39986.6034532767,1.37789727654677,103.739015486021
MY FAMILY CLINIC (CLEMENTI),420A CLEMENTI AVENUE 1 CASA CLEMENTI #01-05 Singapore 121420,121420,20803.8461405871,32455.6470976099,1.30979102116856,103.768657661297
MY FAMILY CLINIC (HOUGANG CENTRAL),804 HOUGANG CENTRAL #01-118 Singapore 530804,530804,34805.8194035787,39240.5447213594,1.37115128124189,103.89447367673
MY FAMILY CLINIC (PIONEER),638 Jurong West St 61 Pioneer Mall #02-09 Singapore 640638,640638,12848.6614737444,35983.4657739662,1.34169239214294,103.697174842118
MY FAMILY CLINIC (PUNGGOL CENTRAL),301 PUNGGOL CENTRAL #01-02 Singapore 820301,820301,36103.8074634594,42841.8010326736,1.40371939757403,103.906138006707
MY FAMILY CLINIC (RIVERVALE),11 Rivervale Crescent Rivervale Mall #02-11A Singapore 545082,545082,35919.739682119,41601.6646846272,1.39250410994834,103.904483668323
MY FAMILY CLINIC (SEGAR),485 SEGAR ROAD #01-508 Singapore 670485,670485,21099.5349815624,41178.9314302374,1.38868132378095,103.771312569429
MY FAMILY CLINIC (SENJA),628 Senja Road #01-04 Singapore 670628,670628,19886.2763911798,40786.1317286119,1.38512867383048,103.760410617887
MY FAMILY CLINIC (ST GEORGE),2 ST. GEORGE'S ROAD Singapore 328023,328023,31332.9724404071,33851.5949140135,1.32241613842757,103.863267101782
MY FAMILY CLINIC (TANGLIN HALT),46-2 COMMONWEALTH DRIVE #01-372 Singapore 140462,140462,24094.6869958625,31368.7381796148,1.29996199408103,103.798227586695
MY FAMILY CLINIC (WOODLANDS GLEN),573 WOODLANDS DRIVE 16 #01-09 Singapore 730573,730573,24126.0623640322,45869.1000973899,1.4310980724689,103.798507621177
MY FAMILY CLINIC (WOODLANDS),768 WOODLANDS AVE 6 WOODLANDS MART #02-07 Singapore 730768,730768,24085.2870011073,47475.1842685212,1.44562290720223,103.798140993891
MY FAMILY CLINIC™ (TOA PAYOH CENTRAL),79D TOA PAYOH CENTRAL #01-53 Singapore 314079,314079,29763.5974615348,35203.325746404,1.3346408438483,103.849165514713
MY FAMILY DOCTOR,330 ANG MO KIO AVE 1 #01-1803 Singapore 560330,560330,29971.1495055456,38276.316330228,1.36243186402481,103.851030689651
MY HEALTH PARTNERS MEDICAL CLINIC,25D Lorong Liput Singapore 277735,277735,23703.9669468626,32517.6576304082,1.31035236282981,103.794716633479
MY MEDICAL AESTHETICS,108 MIDDLE ROAD THE PROSPEX #03-03 & 04 Singapore 188967,188967,30299.1877686727,31249.6004597097,1.29888471518871,103.853977806768
MYAT SAYDANAR MEDICAL CENTER,5 COLEMAN STREET EXCELSIOR HOTEL & SHOPPING CENTRE #02-24 Singapore 179805,179805,29836.5104009941,30490.0821910613,1.29201593006906,103.849820399999
MYHEALTH MEDICAL CENTRE,501 WEST COAST DRIVE #01-256 Singapore 120501,120501,19763.8282618945,32734.4935309216,1.31231254760546,103.759312529215
NAM SENG CLINIC PTE. LTD.,144 UPPER BUKIT TIMAH ROAD BEAUTY WORLD CENTRE #01-22 Singapore 588177,588177,21681.0911870825,36062.7591135911,1.34241264188644,103.776539385406
NANYANG CENTRE CLINIC,959 JURONG WEST ST 92 #01-162 Singapore 640959,640959,12130.496625975,35960.1579736415,1.34148123537154,103.690721731576
NATIONAL CLINIC,352 CLEMENTI AVE 2 #01-119 Singapore 120352,120352,21103.5526931838,32951.8534610365,1.31427860227342,103.771350557894
NATIONAL HEALTHCARE GROUP POLYCLINICS (ANG MO KIO),21 ANG MO KIO CENTRAL 2 Ang Mo Kio Polyclinic Singapore 569666,569666,29375.4267939988,39591.349805139,1.37432459058562,103.845677779279
NATIONAL HEALTHCARE GROUP POLYCLINICS (GEYLANG),21 GEYLANG EAST CENTRAL Singapore 389707,389707,33992.6941445969,33528.4865184669,1.31949365581959,103.887166041622
NATIONAL HEALTHCARE GROUP POLYCLINICS (HOUGANG),89 HOUGANG AVE 4 Singapore 538829,538829,34196.8322324551,39102.9256732762,1.36990683865397,103.889001469628
NATIONAL HEALTHCARE GROUP POLYCLINICS (TOA PAYOH),2003 TOA PAYOH LOR 8 Singapore 319260,319260,30853.2250498276,35185.5812922903,1.33448028627854,103.858956441969
NATIONAL HEALTHCARE GROUP POLYCLINICS (WOODLANDS),10 WOODLANDS ST 31 Singapore 738579,738579,21535.2533220378,45848.1734793428,1.4309083452428,103.77522678707
NATIONAL HEALTHCARE GROUP POLYCLINICS (YISHUN),2 YISHUN AVENUE 9 YISHUN POLYCLINIC #01-01 Singapore 768898,768898,28654.4027114157,45796.7524427921,1.43044404494508,103.839198998268
NAWAZ CLINIC,410 ANG MO KIO AVE 10 #01-841 Singapore 560410,560410,30373.3779565093,38307.6737494823,1.36271541988054,103.854644986527
NCS MEDICAL CLINIC,"5 ANG MO KIO STREET 62, BLK A NCS HUB #01-10 Singapore 569141",569141,29192.9388500697,41091.4855302703,1.38789128877933,103.844038054375
NEE SOON CLINIC,779 YISHUN AVE 2 #01-1547 Singapore 760779,760779,27993.6275649763,44879.0422802083,1.42214461352328,103.833261316404
NEECARE MEDICAL CENTRE,371 BUKIT BATOK STREET 31 #01-320 Singapore 650371,650371,18804.9118111028,37925.6724839974,1.3592594086607,103.75069463109
NEIGHBOURHOOD CLINIC,260 BANGKIT ROAD #01-13 Singapore 670260,670260,21324.8923788698,39991.2660545595,1.37794056201073,103.773337848764
NEIGHBOURHOOD CLINIC,284 BISHAN ST 22 #01-207 Singapore 570284,570284,29205.4713692631,37882.090219602,1.35886666462907,103.844150538229
NEIGHBOURHOOD MEDICAL CLINIC,683 HOUGANG AVE 8 #01-901 Singapore 530683,530683,33903.7334833854,39479.5220757127,1.37331270061836,103.886367847223
NEO CLINIC  & SURGERY,257 BANGKIT ROAD #01-45 Singapore 670257,670257,21310.927306275,40054.0921884459,1.37850873559019,103.773212348159
NEO MEDICAL CENTRE,120 POTONG PASIR AVE 1 #01-818 Singapore 350120,350120,31346.407490338,35293.2034669872,1.33545353246781,103.863387980398
NEOH & ONG MEDICAL CLINIC,2A EUNOS CRESCENT #01-2447 Singapore 401002,401002,35776.3926602608,33606.7570423856,1.32020110528463,103.903193509829
NEPTUNE HEALTHCARE MEDICAL & SURGERY,328 TAMPINES STREET 32 #01-362 Singapore 520328,520328,41907.6362861005,37252.1145929434,1.3531661753453,103.958287519034
NEU AGE CLINIC,13 BUKIT PASOH ROAD Singapore 089827,089827,28811.7667457289,29034.3519892134,1.27885086043048,103.840612608745
NEUGLOW THE AESTHETICS DOCTORS,176 ORCHARD ROAD THE CENTREPOINT #06-12 Singapore 238843,238843,28716.7486134721,31591.636454586,1.30197804494229,103.839758893141
NEW HEALTH FAMILY CLINIC PTE LTD,108 Depot Road Depot Heights Shopping Centre #01-08 Singapore 100108,100108,25437.3978480318,29254.8302480839,1.28084469467759,103.810292618353
NEW TOWN CLINIC,11 UPPER BOON KENG ROAD #01-929 Singapore 380011,380011,32184.0133432119,32947.4612739179,1.31423937033553,103.870914031459
NEW TOWN CLINIC PTE LTD,59 New Upper Changi Road #01-1224 Singapore 461059,461059,39949.9935097335,34033.4911793992,1.3240589861881,103.940695612461
NEW WORLD CLINIC & SURGERY,1 JLN BERSEH NEW WORLD CENTRE #01-02 Singapore 209037,209037,30636.7439808874,32233.7616801783,1.30778509510262,103.857010982845
NEWCASTLE CLINIC,541 ORCHARD ROAD LIAT TOWERS #18-02A Singapore 238881,238881,27711.0892851573,31935.4330472722,1.30508722710852,103.830722581168
NEWEST MEDICAL AND LASER CLINIC PTE LTD,1 WEST COAST DRIVE NEWEST #01-49/50 Singapore 128020,128020,19556.7006658192,33187.9312938899,1.31641321892514,103.757451263299
NEWLIFE FAMILY CLINIC & SURGERY,61 TEBAN GARDENS ROAD #01-20 Singapore 600061,600061,17424.5715594302,33820.8410988897,1.32213636287767,103.738292803395
NG MEDICAL CLINIC,1 PARK ROAD PEOPLE'S PARK COMPLEX #04-13 Singapore 059108,059108,29023.9934074151,29618.5249527302,1.28413390964831,103.842519563895
NICHII INTERNATIONAL CLINIC,1 FARRER PARK STATION ROAD CONNEXION #07-05/06 Singapore 217562,217562,30293.8017020422,32752.149693327,1.31247324049997,103.853929521148
NIKS MAPLE CLINIC,825 Tampines Street 81 #01-64 Singapore 520825,520825,39069.8078680868,36839.6858920008,1.34943750941995,103.932787706747
NIKS MAPLE LASER CLINIC,181 ORCHARD ROAD ORCHARD CENTRAL #05-34 Singapore 238896,238896,28680.6729301111,31465.6764824912,1.30083890811873,103.839434733899
NIKS MAPLE WEST CLINIC,2 VENTURE DRIVE VISION EXCHANGE #01-27 Singapore 608526,608526,18123.7092564715,34707.1134504545,1.33015172071474,103.744574631833
NIPPON MEDICAL CARE,6A NAPIER ROAD GLENEAGLES HOSPITAL #03-31 Singapore 258500,258500,26473.8079344065,32194.2601453476,1.30742793176079,103.819605016421
NORTHEAST MEDICAL GROUP,531 BEDOK NORTH ST 3 #01-692 Singapore 460531,460531,38331.5220451951,35036.4443986305,1.33312991885915,103.926153139784
NORTHEAST MEDICAL GROUP,30 SIMEI STREET 3 SIMEI MRT STATION #02-01 Singapore 529888,529888,41360.6137917796,36150.3958834633,1.34320289478118,103.953371694102
NORTHEAST MEDICAL GROUP,5 Sengkang Square #01-05 Singapore 545062,545062,34918.2740132175,41512.1276907381,1.39169462601523,103.895484694279
NORTHEAST MEDICAL GROUP,20 TAMPINES CENTRAL 1 TAMPINES MRT STATION #01-25 Singapore 529538,529538,40444.9846136123,37267.0103757698,1.35330153265954,103.945144689278
NORTHEAST MEDICAL GROUP,20 MALACCA STREET MALACCA CENTRE #B1-00 Singapore 048979,048979,29935.7014288268,29597.3410265539,1.2839422868257,103.850711618514
NORTHEAST MEDICAL GROUP,10 BUKIT BATOK CENTRAL BUKIT BATOK MRT STATION #01-01 Singapore 659958,659958,18679.3541307775,36795.014101265,1.34903410858812,103.749566764129
NORTHEAST MEDICAL GROUP,39 JALAN TIGA #01-01 Singapore 390039,390039,33761.933670051,32237.734897865,1.3078206028234,103.885092299552
NORTHEAST MEDICAL GROUP,25 GHIM MOH LINK #01-10 Singapore 270025,270025,22762.7214897872,32274.7659295965,1.30815559112257,103.786259128135
NORTHEAST MEDICAL GROUP,2450 ANG MO KIO AVENUE 8 ANG MO KIO MRT STATION #01-02 Singapore 569811,569811,29807.26544486,39105.7720139288,1.36993317536445,103.849558130943
NORTHLAND FAMILY CLINIC & SURGERY,640 YISHUN ST 61 #01-198 Singapore 760640,760640,28610.7283415458,44759.3115196973,1.42106180523938,103.838806521089
NORWOOD MEDICAL CLINIC,785E WOODLANDS RISE #01-02 Singapore 735785,735785,24902.8475185468,47605.7876217309,1.4468041389817,103.805487572098
NOVENA LIFECARE CLINIC (JURONG EAST),343 JURONG EAST STREET 31 YUHUA PLACE #01-49 Singapore 600343,600343,16622.3690774643,36446.7019188925,1.34588339112669,103.731083620161
NOVENA MEDICAL CENTER FAMILY CLINIC,10 SINARAN DRIVE SQUARE 2 #11-19 Singapore 307506,307506,29206.6250939963,33662.3578150738,1.32070490289998,103.844160737673
NOVO VITA CLINIC AND SURGERY,131 JLN BUKIT MERAH #01-1573 Singapore 160131,160131,27427.9447073544,29182.362278251,1.28018941877785,103.828178444795
NOVU GENESIS MEDICAL AESTHETIC CLINIC DHOBY GHAUT,68 ORCHARD ROAD PLAZA SINGAPURA #01-50 Singapore 238839,238839,29305.3367980396,31455.5770551674,1.30074755251622,103.845047621297
NOVU MEDICAL AESTHETIC CLINIC BEDOK MALL,311 NEW UPPER CHANGI ROAD BEDOK MALL #01-45/46 Singapore 467360,467360,38678.1713650759,34112.2887899857,1.32477207441098,103.929267654353
NOVU MEDICAL AESTHETIC CLINIC BISHAN,200 BISHAN ROAD BISHAN MRT STATION #01-03 Singapore 579827,579827,29649.8988074997,36994.4330169801,1.3508389878474,103.848143964542
NOVU MEDICAL AESTHETIC CLINIC JEM,50 JURONG GATEWAY ROAD JEM #B1-20 Singapore 608549,608549,17979.5026238753,35054.5037911162,1.33329334473465,103.743278742341
NOVU MEDICAL AESTHETIC CLINIC JURONG POINT,63 JURONG WEST CENTRAL 3 JURONG POINT SHOPPING CENTRE #B1-41/42 Singapore 648331,648331,13758.5676118187,35720.5406027716,1.33931504032006,103.705350996191
NOVU MEDICAL AESTHETIC CLINIC NEX,23 SERANGOON CENTRAL NEX #04-23 Singapore 556083,556083,32337.7653476886,36986.7628072258,1.35076935230473,103.872296143862
NOVU MEDICAL AESTHETIC CLINIC RAFFLES CITY,252 NORTH BRIDGE ROAD RAFFLES CITY SHOPPING CENTRE #B2-06/07 Singapore 179103,179103,30203.7152231761,30697.7055161744,1.29389357863315,103.853119904656
NOVU MEDICAL AESTHETIC CLINIC TANJONG PAGAR,168 ROBINSON ROAD CAPITAL TOWER #01-03 Singapore 068912,068912,29586.2427557672,28899.2232394908,1.27762877405491,103.847571560025
NOVU MEDICAL AESTHETIC CLINIC YISHUN,930 YISHUN AVENUE 2 North Point City #B1-35 Singapore 769098,769098,28273.529019128,45714.3116263449,1.42969848626291,103.835776491468
NU.REFLECTIONS MEDICAL AESTHETICS,123 PENANG ROAD Regency House #05-12 Singapore 238465,238465,28971.4141967346,31313.9162929505,1.29946643468016,103.842047171187
NU.U AESTHETICS & WELLNESS CLINIC,290 Orchard Road Paragon #09-18/19 Singapore 238859,238859,28282.5637398545,31801.0936260298,1.30387230879998,103.835857545469
NUFFIELD MEDICAL SIGLAP,914 EAST COAST ROAD THE DOMAIN #01-03 Singapore 459108,459108,38142.048886248,32706.551490413,1.31205928208955,103.924449849436
NUHEALTH MEDICAL CENTRE,1 WOODLANDS ROAD Junction 10 #01-23 Singapore 677899,677899,19859.2468093086,40256.2722101714,1.38033681049386,103.760167883439
NUTRAMED CLINIC,1 GRANGE ROAD ORCHARD BUILDING #10-10 Singapore 239693,239693,28449.6799369142,31527.5869796015,1.3013988090487,103.837359158088
NYAM FAMILY CLINIC,296 BEDOK ROAD BEDOK SHOPPING COMPLEX Singapore 469452,469452,40827.7052279989,34863.1663967855,1.33156190355692,103.948582655181
O MEDICAL CLINIC,501 ORCHARD ROAD WHEELOCK PLACE #05-08 Singapore 238880,238880,27702.1243623986,31889.9934485927,1.30467628730254,103.830642027577
O MEDICAL CLINIC,22 MALACCA STREET RB CAPITAL BUILDING #09-00 Singapore 048980,048980,29952.4820292683,29598.089826202,1.28394905767084,103.850862398855
O MEDICAL CLINIC,15 STAMFORD ROAD CAPITOL PIAZZA #01-64 Singapore 178906,178906,30027.0084641372,30648.0807936545,1.29344480207134,103.85153211558
O2 MEDICAL CLINIC,527D PASIR RIS STREET 51 #01-05 Singapore 514527,514527,40754.029595885,39078.7675242163,1.36968625501967,103.947922425135
OASIS FAMILY CLINIC,56 NEW UPPER CHANGI ROAD #01-1322 Singapore 461056,461056,39993.0555885602,34136.8594311271,1.32499379353325,103.941082588009
OC MEDICAL RAFFLES PLACE,1 RAFFLES PLACE ONE RAFFLES PLACE #05-15/16 Singapore 048616,048616,29975.8693435866,29642.3739446029,1.28434954622309,103.851072545834
OCCUPATIONAL HEALTH UNIT,22 TANJONG KLING ROAD #01-00 Singapore 628048,628048,13271.9583482597,32326.9525947943,1.30862447948686,103.700980163174
OEI & KHO CLINIC AND SURGERY,18 LORONG 7 TOA PAYOH #01-250 Singapore 310018,310018,30612.0800840867,35326.7775317617,1.33575723665508,103.856789628423
OEI CLINIC,59 NEW UPPER CHANGI ROAD #01-1284 Singapore 461059,461059,39949.9935097335,34033.4911793992,1.3240589861881,103.940695612461
OEI FAMILY CLINIC,625 ELIAS RD ELIAS MALL #02-316 Singapore 510625,510625,40092.4603688932,40064.6401872877,1.37860239744305,103.941978174681
OMF INTERNATIONAL (IHQ) LTD,2 CLUNY RD Singapore 259570,259570,26339.4376398185,32418.0616774894,1.3094519069044,103.818397623368
